timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
1754038800000,0.1039600,0.1053800,0.1002900,0.1021500,210481361,1754040599999,21489773.1330000,83757,107332743,10958162.8618600,0
1754040600000,0.1021700,0.1030800,0.0993800,0.1000800,180635323,1754042399999,18297968.0150800,68983,91559668,9275928.0529100,0
1754042400000,0.1000500,0.1010600,0.0992900,0.0999400,78889744,1754044199999,7897433.9537700,37610,38980835,3903781.9498000,0
1754044200000,0.0999400,0.0999800,0.0981800,0.0991600,87710162,1754045999999,8673181.7774200,41145,43386739,4292059.7144200,0
1754046000000,0.0991700,0.0993800,0.0969700,0.0972700,90882106,1754047799999,8895094.5138900,39331,38085192,3729053.0720000,0
1754047800000,0.0972700,0.0973100,0.0936100,0.0944600,161665362,1754049599999,15417395.0204500,62185,73006079,6962065.5872700,0
1754049600000,0.0944800,0.0952600,0.0929900,0.0934000,86165242,1754051399999,8108351.2862200,38379,40114766,3777799.8771200,0
1754051400000,0.0934000,0.0956300,0.0930900,0.0953100,89339949,1754053199999,8454847.7946900,33835,51652061,4889267.8720500,0
1754053200000,0.0953200,0.0957400,0.0931200,0.0932600,71834915,1754054999999,6787357.0316800,27822,32927254,3112166.8321600,0
1754055000000,0.0932700,0.0939200,0.0919600,0.0937800,99559609,1754056799999,9244257.7339500,34608,51235163,4761600.7134100,0
1754056800000,0.0937800,0.0951400,0.0935500,0.0949500,82515804,1754058599999,7778912.6009300,29660,44467879,4193571.8996000,0
1754058600000,0.0949300,0.0957300,0.0934000,0.0940700,75369306,1754060399999,7118589.9099800,27125,40742879,3849562.7212300,0
1754060400000,0.0940700,0.0948800,0.0935900,0.0942600,46378357,1754062199999,4372530.8473200,21752,23152787,2183501.5605900,0
1754062200000,0.0942700,0.0948500,0.0933900,0.0938700,42153408,1754063999999,3961850.6342900,20092,21000201,1974048.1847800,0
1754064000000,0.0938700,0.0947400,0.0929500,0.0943100,48516129,1754065799999,4553863.7654700,22560,24161989,2268500.2832000,0
1754065800000,0.0943100,0.0945300,0.0920500,0.0922400,48759344,1754067599999,4542770.7602900,19697,20966436,1954678.7623700,0
1754067600000,0.0922300,0.0930800,0.0915300,0.0925300,56773301,1754069399999,5231853.8813900,22350,27986442,2580315.0377800,0
1754069400000,0.0925300,0.0932400,0.0916700,0.0921400,36279626,1754071199999,3353783.7475100,16329,17677247,1634597.4118800,0
1754071200000,0.0921200,0.0925200,0.0915900,0.0922500,38549527,1754072999999,3548068.4301200,14418,19790530,1821696.0373500,0
1754073000000,0.0922500,0.0932900,0.0916000,0.0920500,42858264,1754074799999,3956828.1116700,15870,23995614,2215724.0834400,0
1754074800000,0.0920400,0.0930000,0.0919400,0.0928500,28608193,1754076599999,2644015.5763500,13875,14806039,1368793.8193400,0
1754076600000,0.0928600,0.0938100,0.0927000,0.0934800,25572353,1754078399999,2387205.2969800,13209,14133572,1319814.5386700,0
1754078400000,0.0934800,0.0935900,0.0917900,0.0919300,39400120,1754080199999,3639231.7825800,16439,18576672,1715636.5247600,0
1754080200000,0.0919300,0.0924800,0.0914500,0.0922000,32210894,1754081999999,2962270.9460900,14259,17245446,1586273.3288800,0
1754082000000,0.0922000,0.0931300,0.0920200,0.0926200,24172157,1754083799999,2238331.4360200,11570,12855278,1190325.7432600,0
1754083800000,0.0926200,0.0927900,0.0911700,0.0914600,35978300,1754085599999,3295174.3471000,13016,15366976,1407615.6801700,0
1754085600000,0.0914700,0.0919300,0.0897400,0.0901000,60243269,1754087399999,5461086.3732400,21232,22473063,2039128.7766000,0
1754087400000,0.0901100,0.0917400,0.0882400,0.0913700,91944552,1754089199999,8309660.8825400,33130,43005014,3894190.2908300,0
1754089200000,0.0913700,0.0916200,0.0906000,0.0913300,28700926,1754090999999,2614944.6071000,15637,15899725,1449063.6180000,0
1754091000000,0.0913300,0.0917800,0.0906800,0.0912500,18541751,1754092799999,1692991.1572100,12472,10054745,918300.6707600,0
1754092800000,0.0912400,0.0916500,0.0906900,0.0910900,25604537,1754094599999,2335039.9181800,14570,12671634,1156026.3954800,0
1754094600000,0.0910800,0.0917800,0.0906900,0.0909000,22507442,1754096399999,2054321.1898900,13114,11963050,1092455.7322600,0
1754096400000,0.0909100,0.0910000,0.0893700,0.0899200,25957645,1754098199999,2343225.2113600,12120,9925744,897028.3679400,0
1754098200000,0.0899100,0.0905200,0.0894500,0.0899900,18690691,1754099999999,1683332.6788800,9236,10958512,987061.6805900,0
1754100000000,0.0899700,0.0901700,0.0895400,0.0899600,10761375,1754101799999,966354.3499400,7487,5084061,456545.6072600,0
1754101800000,0.0899600,0.0907300,0.0888000,0.0889000,41239305,1754103599999,3691538.9761400,16166,19527596,1749571.0873100,0
1754103600000,0.0889000,0.0895300,0.0878200,0.0883100,47649232,1754105399999,4226177.8881200,19621,21957559,1948969.1331000,0
1754105400000,0.0883200,0.0891200,0.0882300,0.0889000,21282276,1754107199999,1885320.4103900,14276,12010040,1064469.1393900,0
1754107200000,0.0888900,0.0898700,0.0885900,0.0891200,30412086,1754108999999,2711370.4768500,19049,14397983,1283640.1071100,0
1754109000000,0.0891500,0.0895900,0.0889800,0.0892600,16608401,1754110799999,1483701.7450800,13195,9012792,805177.2077300,0
1754110800000,0.0892500,0.0893600,0.0884300,0.0890800,22521576,1754112599999,2001759.2316700,16005,10546598,937576.3614100,0
1754112600000,0.0891100,0.0891600,0.0882000,0.0883300,18237484,1754114399999,1616128.3178900,12927,7734820,685435.2862600,0
1754114400000,0.0883200,0.0886000,0.0868200,0.0870200,58910447,1754116199999,5158179.7382600,25037,22183219,1944150.3345100,0
1754116200000,0.0870200,0.0874400,0.0866000,0.0874100,41249264,1754117999999,3588102.6020300,19032,21447907,1866387.6206100,0
1754118000000,0.0874000,0.0884700,0.0873800,0.0879600,46781847,1754119799999,4118901.7409300,21034,25984624,2287769.9214600,0
1754119800000,0.0879600,0.0895800,0.0879400,0.0893600,42751955,1754121599999,3791945.3395400,18626,24920513,2210819.5416500,0
1754121600000,0.0893800,0.0896600,0.0887500,0.0892600,37649801,1754123399999,3358524.9216700,18560,18885554,1685197.2951300,0
1754123400000,0.0892500,0.0906200,0.0888900,0.0902500,68078755,1754125199999,6129590.1110200,25850,40208845,3621571.8274500,0
1754125200000,0.0902500,0.0904100,0.0890300,0.0892800,48133114,1754126999999,4315273.8664700,21978,20166224,1809023.2833100,0
1754127000000,0.0892800,0.0893700,0.0883400,0.0886400,38203693,1754128799999,3391617.3785200,16810,16367957,1453276.5678800,0
1754128800000,0.0886300,0.0890800,0.0881400,0.0886900,26159088,1754130599999,2315865.1472800,14949,12892920,1142212.1356600,0
1754130600000,0.0886900,0.0894800,0.0883800,0.0891600,29664497,1754132399999,2642317.8558700,14316,17461038,1555936.6605400,0
1754132400000,0.0891500,0.0902800,0.0885300,0.0896900,37583343,1754134199999,3353423.6112900,18003,23670889,2113410.4836700,0
1754134200000,0.0896800,0.0902500,0.0894900,0.0900900,31561424,1754135999999,2835859.5899900,15535,18740113,1683868.1672700,0
1754136000000,0.0900900,0.0903900,0.0888900,0.0895100,38170390,1754137799999,3413843.9979900,17829,18426819,1648325.5356200,0
1754137800000,0.0895100,0.0901700,0.0893700,0.0896100,21293028,1754139599999,1912283.1514300,11588,11187745,1005220.6855200,0
1754139600000,0.0896300,0.0902100,0.0893200,0.0896000,22407237,1754141399999,2011548.4385000,11727,11337611,1017999.3015600,0
1754141400000,0.0896100,0.0899600,0.0892100,0.0893000,17031902,1754143199999,1526073.5204100,10526,7861187,704485.1189000,0
1754143200000,0.0893000,0.0894300,0.0885000,0.0891500,36547055,1754144999999,3252240.2234700,15674,19454405,1731526.7842200,0
1754145000000,0.0891500,0.0892500,0.0881900,0.0885100,26159674,1754146799999,2316063.0491700,14262,11219225,993440.3345800,0
1754146800000,0.0885100,0.0922900,0.0875700,0.0916200,105000544,1754148599999,9470756.5933900,32598,55402737,4997221.4730800,0
1754148600000,0.0916500,0.0919000,0.0899400,0.0910700,85998999,1754150399999,7805404.4819900,30925,47016933,4267893.0738800,0
1754150400000,0.0910800,0.0937300,0.0910400,0.0928700,137117567,1754152199999,12685218.1671100,56585,73883074,6837139.6509200,0
1754152200000,0.0928700,0.0935300,0.0914300,0.0917500,60554158,1754153999999,5592919.8880500,27115,30352311,2803331.7251600,0
1754154000000,0.0917500,0.0917900,0.0903000,0.0910100,53687286,1754155799999,4879115.2215100,22759,27573370,2505949.3192800,0
1754155800000,0.0910200,0.0916500,0.0900500,0.0903900,42661779,1754157599999,3866970.0389700,18648,22357068,2027089.3416600,0
1754157600000,0.0904000,0.0912000,0.0895000,0.0906100,40104046,1754159399999,3628045.6077800,20762,19799390,1792180.0900700,0
1754159400000,0.0906300,0.0908300,0.0895500,0.0898700,30073824,1754161199999,2709765.1690400,16898,15418397,1389603.8299900,0
1754161200000,0.0898500,0.0902200,0.0891600,0.0898700,28203385,1754162999999,2528260.3885800,15647,14414907,1292428.5855600,0
1754163000000,0.0898500,0.0899100,0.0869100,0.0873700,55403632,1754164799999,4884989.4918400,20929,24473293,2157836.7288100,0
1754164800000,0.0873700,0.0900000,0.0871900,0.0882500,59253246,1754166599999,5260134.7908300,23071,31099363,2757269.5131600,0
1754166600000,0.0882500,0.0883300,0.0870700,0.0883100,26879458,1754168399999,2354868.4468800,14290,12929039,1133171.1204600,0
1754168400000,0.0883100,0.0890300,0.0871900,0.0872700,30547813,1754170199999,2696453.6101600,15429,15373027,1357203.0595900,0
1754170200000,0.0872700,0.0883000,0.0843200,0.0864400,69830840,1754171999999,6008631.6462500,23993,28652204,2466348.2165200,0
1754172000000,0.0864300,0.0867200,0.0854500,0.0855600,26893442,1754173799999,2316388.2198700,14861,12353929,1063953.9680300,0
1754173800000,0.0855800,0.0870200,0.0854200,0.0868900,25578976,1754175599999,2207250.6547400,13131,14032228,1211231.5305800,0
